2022.01.04 11:09:26, AUV切换为遥控模式！
2022.01.04 11:09:46, AUV切换为自主模式！
2022.01.04 11:09:50, AUV执行定深定向：定深1.0m，定向1.0度，巡航速度10，持续时间10秒！
2022.01.04 11:09:55, 任务开始执行！
2022.01.04 11:10:14, AUV设定原点！
2022.01.04 11:10:16, AUV设定原点！
2022.01.04 11:10:20, AUV执行返航任务：巡航速度10，持续时间10秒！
2022.03.28,11:22:33, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,11:22:38, 已更新控制配置！
2022.03.28,11:22:42, AUV下达航点序列成功！
2022.03.28,11:22:43, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,11:22:48, 任务开始执行！
2022.03.28,11:22:52, 任务停止执行！
2022.03.28,11:22:57, AUV切换为自主模式！
2022.03.28,11:23:01, AUV下达航点序列成功！
2022.03.28,11:23:02, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,11:23:05, 任务开始执行！
2022.03.28,11:25:41, 任务停止执行！
2022.03.28,11:25:50, 艏向PID自动舵！
2022.03.28,11:26:01, AUV执行返航任务：巡航速度150，持续时间300秒！
2022.03.28,11:26:10, 已更新控制配置！
2022.03.28,11:26:16, 任务开始执行！
2022.03.28,11:34:36, 读取参数成功！
2022.03.28,11:34:47, 任务停止执行！
2022.03.28,11:35:01, 预设性能跟踪！
2022.03.28,11:35:23, AUV下达航点序列成功！
2022.03.28,11:35:24, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,11:35:34, AUV下达航点序列成功！
2022.03.28,11:35:35, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,11:35:50, AUV下达航点序列成功！
2022.03.28,11:35:51, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,11:36:03, 已更新控制配置！
2022.03.28,11:36:22, 已更新控制配置！
2022.03.28,11:36:26, AUV下达航点序列成功！
2022.03.28,11:36:27, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,11:36:32, 任务开始执行！
2022.03.28,11:38:56, 艏向PID自动舵！
2022.03.28,11:39:07, 任务停止执行！
2022.03.28,11:39:11, AUV执行返航任务：巡航速度150，持续时间300秒！
2022.03.28,11:39:16, 任务开始执行！
2022.03.28,11:46:03, 读取参数成功！
2022.03.28,11:46:19, 预设性能跟踪！
2022.03.28,11:46:25, 读取参数成功！
2022.03.28,11:47:16, 读取参数成功！
2022.03.28,11:47:23, 任务停止执行！
2022.03.28,11:48:10, AUV下达航点序列成功！
2022.03.28,11:48:11, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,11:48:49, AUV下达航点序列成功！
2022.03.28,11:48:50, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,11:49:02, AUV下达航点序列成功！
2022.03.28,11:49:03, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,11:49:17, 已更新控制配置！
2022.03.28,11:49:22, AUV下达航点序列成功！
2022.03.28,11:49:23, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,11:49:26, 任务开始执行！
2022.03.28,11:51:46, 任务停止执行！
2022.03.28,11:51:55, 艏向PID自动舵！
2022.03.28,11:52:05, 已更新控制配置！
2022.03.28,11:52:10, AUV执行返航任务：巡航速度150，持续时间300秒！
2022.03.28,11:52:18, 任务开始执行！
2022.03.28,11:56:02, 任务停止执行！
2022.03.28,12:08:55, AUV初始化成功！
2022.03.28,12:08:59, AUV切换为遥控模式！
2022.03.28,12:09:43, AUV设定原点！
2022.03.28,12:10:08, AUV设定原点！
2022.03.28,12:12:19, AUV切换为自主模式！
2022.03.28,12:12:30, 读取参数成功！
2022.03.28,12:12:53, 读取参数成功！
2022.03.28,12:13:51, 读取参数成功！
2022.03.28,12:13:56, AUV下达航点序列成功！
2022.03.28,12:13:57, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,12:14:06, 任务开始执行！
2022.03.28,12:16:15, 已更新控制配置！
2022.03.28,12:16:40, 已更新控制配置！
2022.03.28,12:16:48, AUV执行返航任务：巡航速度150，持续时间300秒！
2022.03.28,12:16:50, 任务停止执行！
2022.03.28,12:16:55, AUV执行返航任务：巡航速度150，持续时间300秒！
2022.03.28,12:16:58, 任务开始执行！
2022.03.28,13:22:54, AUV初始化成功！
2022.03.28,13:24:38, 任务停止执行！
2022.03.28,13:25:34, AUV初始化成功！
2022.03.28,13:25:48, AUV设定原点！
2022.03.28,13:26:25, 预设性能跟踪！
2022.03.28,13:26:33, AUV切换为遥控模式！
2022.03.28,13:26:38, AUV切换为自主模式！
2022.03.28,13:26:46, 读取参数成功！
2022.03.28,13:27:08, AUV下达航点序列成功！
2022.03.28,13:27:09, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,13:27:14, 已更新控制配置！
2022.03.28,13:27:19, AUV下达航点序列成功！
2022.03.28,13:27:20, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,13:27:24, 任务开始执行！
2022.03.28,13:29:38, 任务停止执行！
2022.03.28,13:29:47, 艏向PID自动舵！
2022.03.28,13:29:50, 已更新控制配置！
2022.03.28,13:29:55, AUV执行返航任务：巡航速度150，持续时间300秒！
2022.03.28,13:29:58, 任务开始执行！
2022.03.28,13:37:03, 读取参数成功！
2022.03.28,13:37:56, 任务停止执行！
2022.03.28,13:38:04, 预设性能跟踪！
2022.03.28,13:38:09, 已更新控制配置！
2022.03.28,13:38:21, AUV下达航点序列成功！
2022.03.28,13:38:22, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,13:38:37, 任务开始执行！
2022.03.28,13:41:29, 任务停止执行！
2022.03.28,13:41:34, AUV执行返航任务：巡航速度150，持续时间300秒！
2022.03.28,13:41:38, 艏向PID自动舵！
2022.03.28,13:41:42, 已更新控制配置！
2022.03.28,13:41:46, AUV执行返航任务：巡航速度150，持续时间300秒！
2022.03.28,13:41:48, 任务开始执行！
2022.03.28,13:48:24, 任务停止执行！
2022.03.28,13:48:35, 预设性能跟踪！
2022.03.28,13:48:45, AUV下达航点序列成功！
2022.03.28,13:48:46, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,13:49:02, AUV下达航点序列成功！
2022.03.28,13:49:03, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,13:49:06, 任务开始执行！
2022.03.28,13:52:15, 任务停止执行！
2022.03.28,13:52:23, 艏向PID自动舵！
2022.03.28,13:52:28, 使用ILOS！
2022.03.28,13:52:33, AUV下达航点序列成功！
2022.03.28,13:52:33, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,13:52:39, 任务开始执行！
2022.03.28,13:52:42, 任务停止执行！
2022.03.28,13:52:47, AUV执行返航任务：巡航速度150，持续时间300秒！
2022.03.28,13:52:51, AUV执行返航任务：巡航速度150，持续时间300秒！
2022.03.28,13:52:55, 已更新控制配置！
2022.03.28,13:53:02, AUV执行返航任务：巡航速度150，持续时间300秒！
2022.03.28,13:53:05, 任务开始执行！
2022.03.28,13:54:22, 获取舵-桨控制参数
2022.03.28,13:59:27, 读取参数成功！
2022.03.28,13:59:40, 读取参数成功！
2022.03.28,13:59:43, 读取参数成功！
2022.03.28,13:59:57, 读取参数成功！
2022.03.28,14:00:30, 读取参数成功！
2022.03.28,14:00:58, 任务停止执行！
2022.03.28,14:01:03, AUV执行返航任务：巡航速度150，持续时间300秒！
2022.03.28,14:01:28, AUV下达航点序列成功！
2022.03.28,14:01:29, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,14:01:35, 预设性能跟踪！
2022.03.28,14:01:40, AUV下达航点序列成功！
2022.03.28,14:01:41, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,14:01:45, 任务开始执行！
2022.03.28,14:03:22, 任务停止执行！
2022.03.28,14:03:31, 艏向PID自动舵！
2022.03.28,14:03:43, AUV执行返航任务：巡航速度150，持续时间300秒！
2022.03.28,14:03:47, AUV执行返航任务：巡航速度150，持续时间300秒！
2022.03.28,14:03:51, 任务开始执行！
2022.03.28,14:17:27, AUV初始化成功！
2022.03.28,14:17:42, 任务停止执行！
2022.03.28,14:17:46, AUV切换为遥控模式！
2022.03.28,14:17:55, AUV设定原点！
2022.03.28,14:18:26, 预设性能跟踪！
2022.03.28,14:18:29, 已更新控制配置！
2022.03.28,14:18:30, 使用LOS！
2022.03.28,14:18:36, 读取参数成功！
2022.03.28,14:18:46, AUV切换为自主模式！
2022.03.28,14:18:50, 已更新控制配置！
2022.03.28,14:18:55, AUV下达航点序列成功！
2022.03.28,14:18:56, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,14:19:05, 任务开始执行！
2022.03.28,14:19:52, 任务停止执行！
2022.03.28,14:19:59, 艏向PID自动舵！
2022.03.28,14:20:10, 使用LOS！
2022.03.28,14:20:15, 使用ILOS！
2022.03.28,14:20:18, 已更新控制配置！
2022.03.28,14:20:23, AUV执行返航任务：巡航速度150，持续时间300秒！
2022.03.28,14:20:27, 任务开始执行！
2022.03.28,14:22:22, 任务停止执行！
2022.03.28,14:31:53, AUV初始化成功！
2022.03.28,14:31:57, AUV切换为遥控模式！
2022.03.28,14:32:01, AUV切换为自主模式！
2022.03.28,14:32:20, AUV下达航点序列成功！
2022.03.28,14:32:21, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,14:32:39, AUV设定原点！
2022.03.28,14:32:57, AUV设定原点！
2022.03.28,14:33:08, 预设性能跟踪！
2022.03.28,14:33:21, 读取参数成功！
2022.03.28,14:33:28, 读取参数成功！
2022.03.28,14:33:36, AUV切换为遥控模式！
2022.03.28,14:33:40, AUV切换为自主模式！
2022.03.28,14:33:44, AUV下达航点序列成功！
2022.03.28,14:33:45, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,14:33:50, 已更新控制配置！
2022.03.28,14:33:51, 使用LOS！
2022.03.28,14:33:56, AUV下达航点序列成功！
2022.03.28,14:33:57, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,14:34:01, 任务开始执行！
2022.03.28,14:34:22, 任务停止执行！
2022.03.28,14:35:19, 使用ILOS！
2022.03.28,14:35:21, 艏向PID自动舵！
2022.03.28,14:35:24, 已更新控制配置！
2022.03.28,14:35:32, AUV执行返航任务：巡航速度150，持续时间300秒！
2022.03.28,14:35:36, 任务开始执行！
2022.03.28,14:35:43, 任务停止执行！
2022.03.28,14:36:23, AUV执行返航任务：巡航速度150，持续时间300秒！
2022.03.28,14:36:32, 已更新控制配置！
2022.03.28,14:36:37, AUV执行返航任务：巡航速度150，持续时间300秒！
2022.03.28,14:36:40, 任务开始执行！
2022.03.28,14:36:52, 任务停止执行！
2022.03.28,14:37:03, AUV切换为遥控模式！
2022.03.28,14:39:34, AUV切换为自主模式！
2022.03.28,14:39:42, 已更新控制配置！
2022.03.28,14:39:46, AUV执行返航任务：巡航速度150，持续时间300秒！
2022.03.28,14:40:49, AUV下达航点序列成功！
2022.03.28,14:40:50, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,14:41:00, AUV下达航点序列成功！
2022.03.28,14:41:01, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,14:41:19, AUV下达航点序列成功！
2022.03.28,14:41:20, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,14:41:26, 已更新控制配置！
2022.03.28,14:41:31, 预设性能跟踪！
2022.03.28,14:41:36, 已更新控制配置！
2022.03.28,14:42:06, AUV下达航点序列成功！
2022.03.28,14:42:07, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,14:42:11, 已更新控制配置！
2022.03.28,14:42:20, AUV下达航点序列成功！
2022.03.28,14:42:21, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,14:42:37, AUV下达航点序列成功！
2022.03.28,14:42:38, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,14:42:42, 已更新控制配置！
2022.03.28,14:42:50, 任务开始执行！
2022.03.28,14:43:05, 任务停止执行！
2022.03.28,14:43:30, AUV切换为遥控模式！
2022.03.28,14:44:57, AUV切换为自主模式！
2022.03.28,14:45:01, AUV执行返航任务：巡航速度150，持续时间300秒！
2022.03.28,14:45:06, 任务开始执行！
2022.03.28,14:45:20, 任务停止执行！
2022.03.28,14:45:29, AUV执行返航任务：巡航速度150，持续时间300秒！
2022.03.28,14:45:35, 艏向PID自动舵！
2022.03.28,14:45:42, AUV执行返航任务：巡航速度150，持续时间300秒！
2022.03.28,14:45:49, 任务开始执行！
2022.03.28,14:46:08, 任务停止执行！
2022.03.28,14:46:23, AUV切换为遥控模式！
2022.03.28,14:46:28, AUV执行返航任务：巡航速度150，持续时间300秒！
2022.03.28,14:49:13, 预设性能跟踪！
2022.03.28,14:49:17, 已更新控制配置！
2022.03.28,14:49:27, AUV下达航点序列成功！
2022.03.28,14:49:28, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,14:49:36, AUV下达航点序列成功！
2022.03.28,14:49:37, AUV执行多航点任务：巡航速度0，持续时间300秒！
2022.03.28,14:49:41, 任务开始执行！
2022.03.28,14:50:00, 任务停止执行！
2022.03.28,14:50:05, AUV切换为自主模式！
2022.03.28,14:50:09, AUV下达航点序列成功！
2022.03.28,14:50:10, AUV执行多航点任务：巡航速度0，持续时间300秒！
2022.03.28,14:50:14, 任务开始执行！
2022.03.28,15:08:12, 任务停止执行！
2022.03.28,15:11:01, AUV初始化成功！
2022.03.28,15:11:06, AUV设定原点！
2022.03.28,15:11:24, 艏向PID自动舵！
2022.03.28,15:11:26, 预设性能跟踪！
2022.03.28,15:11:34, 已更新控制配置！
2022.03.28,15:11:35, 使用LOS！
2022.03.28,15:11:50, 读取参数成功！
2022.03.28,15:11:57, AUV下达航点序列成功！
2022.03.28,15:11:58, AUV执行多航点任务：巡航速度0，持续时间300秒！
2022.03.28,15:12:41, AUV下达航点序列成功！
2022.03.28,15:12:42, AUV执行多航点任务：巡航速度0，持续时间300秒！
2022.03.28,15:12:46, 任务开始执行！
2022.03.28,15:12:55, 任务停止执行！
2022.03.28,15:13:01, AUV切换为遥控模式！
2022.03.28,15:13:03, AUV切换为自主模式！
2022.03.28,15:13:11, AUV下达航点序列成功！
2022.03.28,15:13:11, AUV执行多航点任务：巡航速度0，持续时间300秒！
2022.03.28,15:13:14, 任务开始执行！
2022.03.28,15:14:53, 任务停止执行！
2022.03.28,15:15:10, 读取参数成功！
2022.03.28,15:15:18, AUV下达航点序列成功！
2022.03.28,15:15:19, AUV执行多航点任务：巡航速度0，持续时间300秒！
2022.03.28,15:15:23, 任务开始执行！
2022.03.28,15:23:40, AUV设定原点！
2022.03.28,15:23:44, 任务停止执行！
2022.03.28,15:23:48, AUV切换为遥控模式！
2022.03.28,15:23:50, AUV切换为自主模式！
2022.03.28,15:23:55, 已更新控制配置！
2022.03.28,15:23:55, 艏向PID自动舵！
2022.03.28,15:24:01, 预设性能跟踪！
2022.03.28,15:24:08, AUV下达航点序列成功！
2022.03.28,15:24:09, AUV执行多航点任务：巡航速度0，持续时间300秒！
2022.03.28,15:24:15, 获取舵-桨控制参数
2022.03.28,15:24:24, AUV下达航点序列成功！
2022.03.28,15:24:25, AUV执行多航点任务：巡航速度0，持续时间300秒！
2022.03.28,15:24:32, 任务开始执行！
2022.03.28,15:59:40, AUV设定原点！
2022.03.28,15:59:48, 任务停止执行！
2022.03.28,15:59:53, AUV切换为遥控模式！
2022.03.28,15:59:58, AUV切换为自主模式！
2022.03.28,16:00:05, 已更新控制配置！
2022.03.28,16:00:06, 艏向PID自动舵！
2022.03.28,16:00:12, 预设性能跟踪！
2022.03.28,16:00:17, AUV下达航点序列成功！
2022.03.28,16:00:18, AUV执行多航点任务：巡航速度0，持续时间300秒！
2022.03.28,16:00:26, 读取参数成功！
2022.03.28,16:00:41, 读取参数成功！
2022.03.28,16:00:50, AUV下达航点序列成功！
2022.03.28,16:00:51, AUV执行多航点任务：巡航速度0，持续时间300秒！
2022.03.28,16:00:56, 已更新控制配置！
2022.03.28,16:01:06, 任务开始执行！
2022.03.28,16:01:45, 任务停止执行！
2022.03.28,16:01:49, AUV下达航点序列成功！
2022.03.28,16:01:50, AUV执行多航点任务：巡航速度0，持续时间300秒！
2022.03.28,16:02:03, AUV下达航点序列成功！
2022.03.28,16:02:04, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,16:02:08, AUV下达航点序列成功！
2022.03.28,16:02:09, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,16:02:13, 任务开始执行！
2022.03.28,16:05:06, 任务停止执行！
2022.03.28,16:05:12, 使用ILOS！
2022.03.28,16:05:17, 艏向PID自动舵！
2022.03.28,16:05:20, 已更新控制配置！
2022.03.28,16:05:26, 读取参数成功！
2022.03.28,16:05:35, AUV下达航点序列成功！
2022.03.28,16:05:35, AUV执行多航点任务：巡航速度150，持续时间300秒！
